Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Сервопривод направления] Код ошибки,[Сервопривод возвышения] Код ошибки,[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
198.266,1,-0.03020832,-0.00501698,-0.02532776,-0.02191599,-0.01315358,0.003354549,-0.02397012,-0.008814774,0.003501236,0.996826,0.1108797,0.06632929,0.3929492,-1404.774,-236.4535,0.2413483,1424.535,6246.37,7.617009,0,0.07374573,0,55883656,37545326,197.6794,1554.309,1554.421,0.4659345,-26.3924,-6.528038,-0.02725334,27.18775,27.18777,-0.05743399,193.893,-24.96404,12.776,12.77889,0.2836771,-26.3924,-6.528038,-0.02725334,27.18775,27.18777,-0.5001003,-24.96404,348.9565,1.392349,1.670951,2.690804,1.704279,1.79976,6011980,318264,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9565,0,0.2413483,5,97.87595,0,-0.02725334,0,1.670951,0,1.392349,0,348.9565,0,-0.05743399,7.4999,-24.96404,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.118,0x00000000,19.8028,99,0,0x00000000,0
198.276,1,-0.06150601,-0.02677269,-0.0234194,-0.02303184,-0.01376295,0.002469957,-0.02519961,-0.009166256,0.002626598,0.9977338,0.1108797,0.06632929,0.3929492,-1405.038,-236.5188,0.2410736,1424.806,6246.37,7.617009,0,0.07374573,0,55883654,37545325,197.6792,1554.401,1554.513,0.4680019,-26.39486,-6.528969,-0.02751649,27.19037,27.19038,-0.05798297,193.8937,-24.96487,12.77659,12.77948,0.2843566,-26.39486,-6.528969,-0.02751649,27.19037,27.19038,-0.4995512,-24.96487,348.9562,1.392084,1.670307,2.690966,1.704471,1.799948,6011980,318274,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9562,0,0.2410736,5,97.88538,0,-0.02751649,0,1.670307,0,1.392084,0,348.9562,0,-0.05798297,7.50045,-24.96487,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.118,0x00000000,19.8028,99,0,0x00000000,0
198.286,1,0.004906298,-0.01723083,-0.06006058,-0.02268065,-0.0157198,-0.001002967,-0.02529472,-0.01104314,-0.0009094477,1.00129,0.1175463,0.05099596,0.3762825,-1405.302,-236.5841,0.240799,1425.078,6246.37,7.617009,0,0.07374573,0,55883651,37545324,197.6789,1554.493,1554.605,0.4700785,-26.39734,-6.530085,-0.02743256,27.19304,27.19306,-0.05780044,193.8947,-24.96647,12.77718,12.78007,0.2850354,-26.39734,-6.530085,-0.02743256,27.19304,27.19306,-0.4995258,-24.96647,348.9557,1.391925,1.670319,2.691129,1.704662,1.800136,6011980,318284,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9557,0,0.240799,5,97.895,0,-0.02743256,0,1.670319,0,1.391925,0,348.9557,0,-0.05780044,7.500475,-24.96647,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.118,0x00000000,19.8028,99,0,0x00000000,0
198.297,1,0.1236086,0.02628092,-0.1077706,-0.02454668,-0.02070722,-0.001095831,-0.02808413,-0.01558536,-0.001103401,1.001619,0.1175463,0.05099596,0.3762825,-1405.566,-236.6494,0.2405243,1425.349,6246.37,7.617009,0,0.07374573,0,55883649,37545323,197.6786,1554.584,1554.697,0.4721645,-26.40009,-6.531647,-0.02732961,27.19608,27.1961,-0.05757706,193.8965,-24.96929,12.77777,12.78066,0.2857134,-26.40009,-6.531647,-0.02732961,27.19608,27.1961,-0.4976686,-24.96929,348.9546,1.390834,1.672661,2.691291,1.70411,1.799449,6011980,318294,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9546,0,0.2405243,5,97.90595,0,-0.02732961,0,1.672661,0,1.390834,0,348.9546,0,-0.05757706,7.502332,-24.96929,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.118,0x00000000,19.8028,99,0,0x00000000,0
198.306,1,-4.832543E-05,0.0132947,-0.06464036,-0.02577457,-0.02113452,-0.003121614,-0.02940736,-0.01569073,-0.003110409,1.003664,0.1175463,0.05099596,0.3762825,-1405.83,-236.7148,0.2402496,1425.62,6246.37,7.617009,0,0.07374573,0,55883646,37545322,197.6783,1554.676,1554.789,0.4742598,-26.40297,-6.533219,-0.02702965,27.19925,27.19927,-0.0569385,193.8983,-24.97168,12.77836,12.78125,0.2863906,-26.40297,-6.533219,-0.02702965,27.19925,27.19927,-0.4983698,-24.97168,348.954,1.390981,1.672622,2.691453,1.704302,1.799637,6011980,318304,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.954,0,0.2402496,5,97.91737,0,-0.02702965,0,1.672622,0,1.390981,0,348.954,0,-0.0569385,7.501631,-24.97168,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.118,0x00000000,19.8028,99,0,0x00000000,0
198.316,1,0.001478395,0.02283663,0.02696275,-0.02494246,-0.01805002,0.0007110834,-0.02792772,-0.01295242,0.0007894635,0.9996847,0.1175463,0.05099596,0.3762825,-1406.094,-236.7801,0.239975,1425.891,6246.37,7.617009,0,0.07374573,0,55883644,37545321,197.6781,1554.768,1554.881,0.4763643,-26.4057,-6.534522,-0.02711249,27.20222,27.20224,-0.05710675,193.8996,-24.97265,12.77895,12.78184,0.287067,-26.4057,-6.534522,-0.02711249,27.20222,27.20224,-0.4983623,-24.97265,348.9543,1.391197,1.67262,2.691617,1.704493,1.799826,6011980,318314,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9543,0,0.239975,5,97.92805,0,-0.02711249,0,1.67262,0,1.391197,0,348.9543,0,-0.05710675,7.501639,-24.97265,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.118,0x00000000,19.8028,99,0,0x00000000,0
198.326,1,-0.09126981,0.04459232,0.007115408,-0.02362732,-0.01739711,0.003580391,-0.02645599,-0.01265188,0.003644049,0.9967874,0.1175463,0.05099596,0.3762825,-1406.358,-236.8455,0.2397003,1426.162,6246.37,7.617009,0,0.07374573,0,55883642,37545320,197.6778,1554.86,1554.973,0.478478,-26.40829,-6.535796,-0.0274755,27.20504,27.20506,-0.05786538,193.9009,-24.9738,12.77954,12.78243,0.2877427,-26.40829,-6.535796,-0.0274755,27.20504,27.20506,-0.498353,-24.9738,348.9545,1.391636,1.671687,2.69178,1.704684,1.800014,6011980,318324,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9545,0,0.2397003,5,97.93819,0,-0.0274755,0,1.671687,0,1.391636,0,348.9545,0,-0.05786538,7.501648,-24.9738,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.22223,2.118,0x00000000,19.8028,99,0,0x00000000,0
198.337,1,-0.1805827,0.0991727,-0.03601446,-0.02315365,-0.01403276,0.002458453,-0.02535878,-0.009398237,0.002609611,0.997757,0.1175463,0.05099596,0.3762825,-1406.622,-236.9109,0.2394257,1426.434,6246.37,7.617009,0,0.07374573,0,55883639,37545319,197.6775,1554.952,1555.065,0.4806008,-26.41077,-6.53675,-0.02773699,27.20768,27.20769,-0.05841042,193.9016,-24.97475,12.78013,12.78302,0.2884176,-26.41077,-6.53675,-0.02773699,27.20768,27.20769,-0.4981552,-24.97475,348.9542,1.391506,1.670501,2.691942,1.704131,1.799329,6011980,318334,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9542,0,0.2394257,5,97.94769,0,-0.02773699,0,1.670501,0,1.391506,0,348.9542,0,-0.05841042,7.501846,-24.97475,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.346,1,-0.1130214,0.07321101,-0.007006534,-0.02472833,-0.01772453,-0.003323972,-0.02772233,-0.01253095,-0.003237367,1.003698,0.108213,0.05899596,0.3619492,-1406.886,-236.9763,0.2348022,1426.705,6246.37,7.620373,0,-0.05128479,0,55883637,37545318,197.6729,1555.044,1555.156,0.4618683,-26.41348,-6.538012,-0.02934522,27.21062,27.21063,-0.06179048,193.9028,-24.97587,12.78072,12.78361,0.282381,-26.41348,-6.538012,-0.02934522,27.21062,27.21063,-0.4958808,-24.97587,348.9542,1.392235,1.669347,2.692106,1.704322,1.799518,6011980,318344,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9542,0,0.2348022,5,97.95827,0,-0.02934522,0,1.669347,0,1.392235,0,348.9542,0,-0.06179048,7.50412,-24.97587,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.356,1,-0.08973899,0.0251194,-0.005479616,-0.02513164,-0.01736956,-0.00354737,-0.02805845,-0.01209934,-0.003439903,1.003905,0.108213,0.05899596,0.3619492,-1407.151,-237.0417,0.2345123,1426.976,6246.37,7.620373,0,-0.05128479,0,55883635,37545317,197.6726,1555.136,1555.248,0.4639179,-26.41623,-6.539231,-0.02901294,27.21357,27.21359,-0.06108417,193.9039,-24.97701,12.78131,12.7842,0.2830621,-26.41623,-6.539231,-0.02901294,27.21357,27.21359,-0.4971597,-24.97701,348.9541,1.392483,1.668425,2.692268,1.704513,1.799706,6011980,318354,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9541,0,0.2345123,5,97.96893,0,-0.02901294,0,1.668425,0,1.392483,0,348.9541,0,-0.06108417,7.502841,-24.97701,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.366,1,-0.05729621,-0.02182719,-0.0264721,-0.0268861,-0.01828771,-0.002979398,-0.02995053,-0.01268473,-0.002856255,1.003384,0.108213,0.05899596,0.3619492,-1407.415,-237.1071,0.2342224,1427.248,6246.37,7.620373,0,-0.05128479,0,55883632,37545316,197.6723,1555.228,1555.34,0.465977,-26.41916,-6.540508,-0.02873794,27.21673,27.21674,-0.06049817,193.905,-24.97838,12.7819,12.78479,0.2837424,-26.41916,-6.540508,-0.02873794,27.21673,27.21674,-0.497755,-24.97838,348.9539,1.392269,1.667823,2.692431,1.704705,1.799894,6011980,318364,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9539,0,0.2342224,5,97.98027,0,-0.02873794,0,1.667823,0,1.392269,0,348.9539,0,-0.06049817,7.502246,-24.97838,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.376,1,0.01560458,0.02244762,-0.02990723,-0.02671711,-0.0173946,-0.001197636,-0.02957799,-0.01190709,-0.001053691,1.001561,0.108213,0.05899596,0.3619492,-1407.679,-237.1725,0.2339325,1427.519,6246.37,7.620373,0,-0.05128479,0,55883630,37545315,197.672,1555.32,1555.432,0.4680454,-26.42205,-6.541708,-0.02863986,27.21983,27.21984,-0.06028485,193.906,-24.97964,12.78249,12.78539,0.2844219,-26.42205,-6.541708,-0.02863986,27.21983,27.21984,-0.4980765,-24.97964,348.9536,1.392497,1.667949,2.692594,1.704896,1.800083,6011980,318375,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9536,0,0.2339325,5,97.99142,0,-0.02863986,0,1.667949,0,1.392497,0,348.9536,0,-0.06028485,7.501925,-24.97964,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.387,1,0.04079533,0.01863094,-0.09708282,-0.02442629,-0.01370606,-0.001674116,-0.0266306,-0.008713584,-0.001478791,1.001871,0.108213,0.05899596,0.3619492,-1407.943,-237.2379,0.2336426,1427.791,6246.37,7.620373,0,-0.05128479,0,55883627,37545314,197.6717,1555.412,1555.524,0.4701231,-26.42466,-6.542595,-0.02850007,27.22257,27.22258,-0.05998455,193.9065,-24.98104,12.78308,12.78598,0.2851006,-26.42466,-6.542595,-0.02850007,27.22257,27.22258,-0.4971373,-24.98104,348.9528,1.391628,1.668897,2.692756,1.704344,1.799395,6011980,318385,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9528,0,0.2336426,5,98.00129,0,-0.02850007,0,1.668897,0,1.391628,0,348.9528,0,-0.05998455,7.502864,-24.98104,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.396,1,0.004157942,0.0006850271,-0.1283802,-0.02395388,-0.01455771,0.0009933114,-0.02628315,-0.009724129,0.001150489,0.9992425,0.108213,0.05899596,0.3619492,-1408.207,-237.3034,0.2333527,1428.062,6246.37,7.620373,0,-0.05128479,0,55883625,37545313,197.6714,1555.504,1555.616,0.47221,-26.42723,-6.543581,-0.02861834,27.2253,27.22532,-0.06022743,193.9072,-24.983,12.78367,12.78657,0.2857785,-26.42723,-6.543581,-0.02861834,27.2253,27.22532,-0.496864,-24.983,348.9515,1.391668,1.668884,2.692919,1.704536,1.799583,6011980,318395,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9515,0,0.2333527,5,98.01114,0,-0.02861834,0,1.668884,0,1.391668,0,348.9515,0,-0.06022743,7.503137,-24.983,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.406,1,0.08316522,0.00793647,-0.1543345,-0.02542457,-0.01693123,-0.003157675,-0.02825909,-0.01163879,-0.003030896,1.003496,0.09454633,0.05966263,0.3742826,-1408.472,-237.3689,0.2330627,1428.333,6246.37,7.620373,0,-0.05128479,0,55883623,37545312,197.6712,1555.596,1555.708,0.4743063,-26.43,-6.544756,-0.02832621,27.22827,27.22828,-0.05960613,193.9082,-24.98554,12.78426,12.78716,0.2864556,-26.43,-6.544756,-0.02832621,27.22827,27.22828,-0.4971757,-24.98554,348.95,1.391788,1.669656,2.693082,1.704728,1.79977,6011980,318405,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.95,0,0.2330627,5,98.02181,0,-0.02832621,0,1.669656,0,1.391788,0,348.95,0,-0.05960613,7.502826,-24.98554,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.416,1,-0.001567267,-0.02450572,-0.04441079,-0.0247733,-0.01612315,-0.0004780293,-0.02741769,-0.01105189,-0.0003457069,1.000782,0.09454633,0.05966263,0.3742826,-1408.736,-237.4343,0.2327728,1428.605,6246.37,7.620373,0,-0.05128479,0,55883620,37545311,197.6709,1555.688,1555.8,0.4764118,-26.43268,-6.545873,-0.02829763,27.23114,27.23116,-0.05953971,193.9091,-24.98687,12.78484,12.78775,0.287132,-26.43268,-6.545873,-0.02829763,27.23114,27.23116,-0.4969996,-24.98687,348.9496,1.391551,1.669606,2.693245,1.70492,1.799959,6011980,318415,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9496,0,0.2327728,5,98.03216,0,-0.02829763,0,1.669606,0,1.391551,0,348.9496,0,-0.05953971,7.503002,-24.98687,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.426,1,-0.02370467,0.02015086,0.04108544,-0.02589809,-0.01728908,0.002867103,-0.02868051,-0.01209026,0.002990484,0.9974952,0.09454633,0.05966263,0.3742826,-1409,-237.4998,0.2324829,1428.876,6246.37,7.620373,0,-0.05128479,0,55883618,37545309,197.6706,1555.78,1555.892,0.4785265,-26.43549,-6.547091,-0.0285965,27.23416,27.23417,-0.0601619,193.9102,-24.98747,12.78543,12.78834,0.2878076,-26.43549,-6.547091,-0.0285965,27.23416,27.23417,-0.4966285,-24.98747,348.95,1.391736,1.669356,2.693408,1.705111,1.800147,6011980,318425,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.95,0,0.2324829,5,98.04302,0,-0.0285965,0,1.669356,0,1.391736,0,348.95,0,-0.0601619,7.503373,-24.98747,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0596,0x00000000,19.8028,99,0,0x00000000,0
198.437,1,-0.1324838,0.05793582,0.07352848,-0.02480931,-0.01708616,0.001634777,-0.02759063,-0.01205054,0.001738191,0.9987158,0.09454633,0.05966263,0.3742826,-1409.265,-237.5653,0.232193,1429.148,6246.37,7.620373,0,-0.05128479,0,55883616,37545308,197.6703,1555.872,1555.985,0.4806505,-26.43819,-6.548306,-0.02877247,27.23707,27.23709,-0.06052561,193.9113,-24.98775,12.78602,12.78893,0.2884824,-26.43819,-6.548306,-0.02877247,27.23707,27.23709,-0.4958949,-24.98775,348.9508,1.391107,1.668855,2.693569,1.704557,1.799461,6011980,318435,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9508,0,0.232193,5,98.05352,0,-0.02877247,0,1.668855,0,1.391107,0,348.9508,0,-0.06052561,7.504106,-24.98775,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.074201,0x00000000,19.8028,99,0,0x00000000,0
198.447,1,-0.2504169,0.08044949,0.09070396,-0.02366521,-0.01831756,0.004018247,-0.02665725,-0.0135475,0.004057169,0.9963917,0.09454633,0.05966263,0.3742826,-1409.529,-237.6308,0.2310791,1429.42,6246.37,7.600753,0,-0.00970459,0,55883613,37545307,197.6692,1555.964,1556.077,0.4619127,-26.4408,-6.549668,-0.02953969,27.23993,27.23995,-0.06213301,193.9128,-24.98819,12.78661,12.78952,0.2824395,-26.4408,-6.549668,-0.02953969,27.23993,27.23995,-0.496029,-24.98819,348.9518,1.39188,1.66635,2.693732,1.704747,1.799651,6011980,318445,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9518,0,0.2310791,5,98.06381,0,-0.02953969,0,1.66635,0,1.39188,0,348.9518,0,-0.06213301,7.503972,-24.98819,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.074201,0x00000000,19.8028,99,0,0x00000000,0
198.457,1,-0.1553797,0.1144169,-0.0008991619,-0.02554329,-0.0169951,0.0008636117,-0.02830156,-0.01179448,0.0009899139,0.9994805,0.09454633,0.05966263,0.3742826,-1409.793,-237.6963,0.2307892,1429.691,6246.37,7.600753,0,-0.00970459,0,55883611,37545306,197.6689,1556.056,1556.169,0.4639633,-26.44357,-6.550858,-0.02964221,27.24291,27.24292,-0.06234184,193.9138,-24.98917,12.7872,12.79011,0.2831205,-26.44357,-6.550858,-0.02964221,27.24291,27.24292,-0.4974831,-24.98917,348.9518,1.39302,1.664774,2.693895,1.704938,1.799841,6011980,318455,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.9518,0,0.2307892,5,98.07452,0,-0.02964221,0,1.664774,0,1.39302,0,348.9518,0,-0.06234184,7.502518,-24.98917,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.074201,0x00000000,19.8028,99,0,0x00000000,0
